grupo;Punto de la ley;Obra O instalación;Unidad declarada;Unidad adicional declarada;Metodo de calculo;Nombre del rango;Tasa ;Tasa por unidad;Impuesto Minimo;Articulo 18?
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;ROCIADORES en Comercio Deposito (rgo. 4);ROCIADORES;;tasaxrangos;rango rociadores;0;1;6265;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;SIST.ESPEC. en Locales comerciales (rgo. 4);SIST.ESPEC.;;tasaconminimo;;0;1;7160;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;SIST.ESPEC. en Sanidad Salubridad (rgo. 4);SIST.ESPEC.;;tasaconminimo;;0;1;8950;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;SIST.ESPEC. en Industria (rgo. 4);SIST.ESPEC.;;tasaconminimo;;0;1;7160;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;SIST.ESPEC. en Depositos (rgo. 4);SIST.ESPEC.;;tasaconminimo;;0;1;7160;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;SIST.ESPEC. en Comercio Deposito (rgo. 4);SIST.ESPEC.;;tasaconminimo;;0;1;7160;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;S.DETECCION en Locales comerciales (rgo. 4);S.DETECCION;;tasaxrangos;rango s.deteccion;0;1;4475;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;S.DETECCION en Sanidad Salubridad (rgo. 4);S.DETECCION;;tasaxrangos;rango s.deteccion;0;1;5370;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;S.DETECCION en Industria (rgo. 4);S.DETECCION;;tasaxrangos;rango s.deteccion;0;1;4475;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;S.DETECCION en Depositos (rgo. 4);S.DETECCION;;tasaxrangos;rango s.deteccion;0;1;4475;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;S.DETECCION en Educacion (rgo. 4);S.DETECCION;;tasaxrangos;rango s.deteccion;0;1;5370;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;S.DETECCION en Estadio (rgo. 4);S.DETECCION;;tasaxrangos;rango s.deteccion;0;1;7160;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;S.DETECCION en Otros rubros (rgo. 4);S.DETECCION;;tasaxrangos;rango s.deteccion;0;1;7160;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;"S.DETECCION en Actividades
culturales (rgo. 4)";S.DETECCION;;tasaxrangos;rango s.deteccion;0;1;5370;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;S.DETECCION en Comercio Deposito (rgo. 4);S.DETECCION;;tasaxrangos;rango s.deteccion;0;1;4475;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;Escalera c/Incendios MENOR 12 m en Industria (rgo. 4);Escaleras;;tasaconminimo;;0;1790;0;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;Escalera c/Incendios MENOR 12 m en Comercial (rgo. 4);Escaleras;;tasaconminimo;;0;1790;0;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;Escalera c/Incendios MENOR 12 m en Diversiones culturales y otros (rgo. 4);Escaleras;;tasaconminimo;;0;1790;0;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;Escalera c/Incendios HASTA 30 m en Industria (rgo. 4);Escaleras;;tasaconminimo;;0;2685;0;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;Escalera c/Incendios HASTA 30 m en Comercial (rgo. 4);Escaleras;;tasaconminimo;;0;2685;0;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;Escalera c/Incendios HASTA 30 m en Diversiones culturales y otros (rgo. 4);Escaleras;;tasaconminimo;;0;2685;0;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;Escalera c/Incendios MAYOR  30 m en Comercial (rgo. 4);Escaleras;;tasaconminimo;;0;3580;0;0
Medidas c/Incendio en instalaciones de riesgo 4;Art.22,Inc.9;Escalera c/Incendios MAYOR  30 m en Diversiones culturales y otros (rgo. 4);Escaleras;;tasaconminimo;;0;3580;0;0
Antenas;Art.20,Inc.1;Estructuras del tipo torre o monoposte, excepto mástiles, pedestales y/o vínculos;Estructuras;;tasaconminimo;;0;84500;0;0
Antenas;Art.20,Inc.2;"estructuras del tipo mástil, vinculo o por cada conjunto de uno o más pedestales instalados en un mismo lugar físico que conformen una única
unidad (celda)";Estructuras;;tasaconminimo;;0;34200;0;0
Hornos de residuos patológicos;Art.22,Inc.5;Hornos de residuos patológicos;M2;;tasaxrangos;22-5;0;1;1405;1
Instalaciones sanitarias;Art.22,Inc.9;Instalaciones Sanitarias Residenciales;Litros;;sanitarios;hidraulicosresidencial;0;1555;0;0
Instalaciones sanitarias;Art.22,Inc.9;Instalaciones Sanitarias NO Residenciales;Litros;;sanitarios;hidraulicosnoresidencial;0;3165;0;0
